_id|f001|f008|f040|f072|f190|f490|f550|f590|f680|fLDR
000058708||030908---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qInstrument 2MGB"|"qInstrumentalist 2MGB##qSpielerIn 2MGB"|||"iBeliebiges Instrument"|-----nz---22-----n--4500
000058710||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKayagŭm 2MGB"|"qKayago 2MGB"||"qZither 2MGB##qZupfinstrument 2MGB"|iZitherinstrument|-----nz---22-----n--4500
000058711||030908---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qKinderchor 2MGB"|||"qChor 2MGB##qFrauenchor 2MGB##qKnabenchor 2MGB##qKnabensprechchor 2MGB##qMädchenchor 2MGB##qMännerchor 2MGB##qSprechchor 2MGB"|"iKnaben und Mädchen"|-----nz---22-----n--4500
000058713||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKlarinette 2MGB"|"qBassklarinette 2MGB"||"qBassettklarinette 2MGB##qKlarinette elektrisch verstärkt 2MGB##qBassetthorn 2MGB##qBlasinstrument 2MGB##qHolzblasinstrument 2MGB"||-----nz---22-----n--4500
000058714||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKlavier 2MGB"|"qKlavier 2händig 2MGB##qPianino 2MGB##qPiano 2MGB##qFlügel 2MGB##qSpielzeug-Klavier 2MGB##qToy piano 2MGB"||"qAkkordinstrument 2MGB##qSaiteninstrument 2MGB##qTasteninstrument 2MGB##qKlavier elektrisch verstärkt 2MGB##qHammerklavier 2MGB##qHarmonichord 2MGB##qE-Klavier 2MGB##qPräpariertes Klavier 2MGB##qSelbstspielklavier 2MGB##qComputerflügel 2MGB##qKlavier 1händig 2MGB##qKlavier 3händig 2MGB##qKlavier 4händig 2MGB##qKlavier 6händig 2MGB##qKlavier 8händig 2MGB##qSelbstspielklavier 2MGB"|"iAb 1725, wird bei Orchesterwerken nur wenn solistisch tätig erwähnt"|-----nz---22-----n--4500
000058715||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKontrabass 2MGB"|"qBassgeige 2MGB"||"qE-Kontrabass 2MGB##qKontrabass elektrisch verstärkt 2MGB##qViolone 2MGB##qBasso continuo 2MGB##qStreichorchester 2MGB##qStreichinstrument 2MGB##qSaiteninstrument 2MGB"||-----nz---22-----n--4500
000058716||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qCornet à pistons 2MGB"|"qCornet 2MGB##qCornetta 2MGB##qKornett 2MGB##qPiston 2MGB"||"qBlainstrument 2MGB##qBlechblasinstrument 2MGB##qBig band 2MGB##qBlechblasorchester 2MGB##qJazzband 2MGB##qJazzorchester 2MGB##qBügelhorn 2MGB##qTrompete 2MGB"|iBlechblasinstrument|-----nz---22-----n--4500
000058717||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKoto 2MGB"|||"qZupfinstrument 2MGB##qGakuso 2MGB##qZither 2MGB##qGagaku 2MGB"|"iJapanische Wölbbrettzither"|-----nz---22-----n--4500
000058718||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qLive-Elektronik 2MGB"|"qDelay 2MGB##qDigitales Zusatzgerät 2MGB##qDispositif électronique 2MGB##qEffektgerät 2MGB##qEffektprocessor 2MGB##qElektronik 2MGB##qElektronische Klangumwandlung 2MGB##qElektronischer Klang 2MGB##qFilter 2MGB##qMischpult 2MGB##qOszillator 2MGB##qProgrammierter Digitalfilter 2MGB##qRegler 2MGB##qRhythmusgerät 2MGB##qRhythmusmaschine 2MGB##qRingmodulator 2MGB##qRückkoppelung 2MGB##qSampler 2MGB##qSampling 2MGB##qSound sampler 2MGB##qVariables Delay 2MGB"||"qComputer [real-time computer performance] 2MGB##qComputerprogramm 2MGB##qElektrische Verstärkung 2MGB##qElektronischer Klangerzeuger 2MGB##qSynthesizer 2MGB##qTonaufnahme 2MGB##qZuspielaufnahme 2MGB"|"iKlangumformung während der Aufführung"|-----nz---22-----n--4500
000058719||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMännersprechstimme 2MGB"|||"qMännerstimme 2MGB##qSprechstimme 2MGB"|"iKein Sänger"|-----nz---22-----n--4500
000058720||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMagnetophon 2MGB"|"qKassettenrekorder 2MGB##qTonbandgerät 2MGB"||"qLive-Elektronik 2MGB##qElektronischer Klangerzeuger 2MGB##qTonaufnahme [ausschliesslich elektronische Musik] 2MGB##qZuspielaufnahme 2MGB"|"iGerät ohne vorproduziertes Band. Alle elektronische Aufnahme- bzw. Wiedergabegeräte, bei denen der Ton auf magnetischem Wege gespeichert wird"|-----nz---22-----n--4500
000058721||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMandora 2MGB"|"qMandola 2MGB##qMandoloncello 2MGB"||"qZupfinstrument 2MGB##qLaute 2MGB##qMandoline 2MGB"||-----nz---22-----n--4500
000059182||031028---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"aAnthem 2MGB"|"aAntem 2MGB"||"aAntiphon 2MGB##aKantate 2MGB##aMotette 2MGB"||-----nz---22-----n--4500
000059183||031028---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"aAir 2MGB"|"aAyr 2MGB##aAyre 2MGB"||"aAria (instrumental) 2MGB##aArie (vokal) 2MGB##aBallet de cour 2MGB wg##aBallett 2MGB wg##aChanson 2MGB##aKanzonette 2MGB##aLied 2MGB##aRécit 2MGB##aRomanze (vokal) 2MGB##aSuite 2MGB wg##aTragédie lyrique 2MGB wg"||-----nz---22-----n--4500
000059651||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qFrauenstimme 2MGB"|||"qSopran 2MGB##qAlt 2MGB##qMezzosopran 2MGB##qSingstimme 2MGB##qSingstimme hoch 2MGB##qSingstimme mittel 2MGB##qSingstimme tief 2MGB##qFrauensingstimme 2MGB##qSprechstimme 2MGB##qFrauensprechstimme 2MGB"|"iSpricht und singt"|-----nz---22-----n--4500
000059652||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qChitarrone 2MGB"|||"qZupfinstrument 2MGB##qErzlaute 2MGB##qLaute 2MGB"|iErzlaute|-----nz---22-----n--4500
000059653||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qLaute 2MGB"|||"qZupfinstrument 2MGB##qAltes Instrument 2MGB##qBasso continuo 2MGB##qAngelica 2MGB##qBağlama 2MGB##qBandura 2MGB##qBiwa 2MGB##qChitarrone 2MGB##qCister 2MGB##qDiltar 2MGB##qDọmra 2MGB##qDutār 2MGB##qErzlaute 2MGB##qGitarre 2MGB##qMandora 2MGB##qMandoline 2MGB##qOrpheoreon 2MGB##qP'i-p'a 2MGB##qPandora 2MGB##qSāz 2MGB##qSitār 2MGB##qTanbūr 2MGB##qTānpūrā 2MGB##qTār 2MGB##qTheorbe 2MGB##qTheorbierte Laute 2MGB"||-----nz---22-----n--4500
000059654||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qTheorbe 2MGB"|||"qBasso continuo 2MGB##qAkkordinstrument 2MGB##qAltes Instrument 2MGB##qZupfinstrument 2MGB##qErzlaute 2MGB##qLaute 2MGB##qTheorbierte Laute 2MGB"|iErzlaute|-----nz---22-----n--4500
000059655||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qBecken 2MGB"|||"qSchlagzeug 2MGB##qZimbel 2MGB"||-----nz---22-----n--4500
000060207||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRezitativ 2MGB"|"aAccompagnato 2MGB"||"aArie 2MGB##aArioso 2MGB##aRécit 2MGB##aKantate 2MGB wg##aMonodie 2MGB wg##aOper 2MGB wg##aOratorium 2MGB wg"||-----nz---22-----n--4500
000060208||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aActus musicus 2MGB"|||"aHistoria 2MGB##aKantate 2MGB##aOratorium 2MGB"||-----nz---22-----n--4500
000060209||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAgnus Dei 2MGB"|||"aMesse 2MGB wg"||-----nz---22-----n--4500
000060214||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAlba 2MGB"|"aAube 2MGB"||"aAubade 2MGB"||-----nz---22-----n--4500
000060215||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAubade 2MGB"|"aAlborada 2MGB"||"aAlba 2MGB##aStändchen 2MGB wg"||-----nz---22-----n--4500
000060216||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAlleluja 2MGB"|||"aLaudes 2MGB##aLateinischer Choral 2MGB wg##aResponsorium 2MGB wg"||-----nz---22-----n--4500
000060217||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAllemande 2MGB"|"aAllemanda 2MGB"||"aDeutscher Tanz 2MGB##aSonata da camera 2MGB wg##aSuite 2MGB wg##aTanz 2MGB wg##aTombeau 2MGB"||-----nz---22-----n--4500
000060218||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAntiphon 2MGB"|"aAlma redemptoris mater 2MGB##aAntifona 2MGB##aAsperges me 2MGB##aAve regina 2MGB##aRegina coeli 2MGB##aSalve regina 2MGB"||"aAnthem 2MGB##aHistoria 2MGB##aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060219||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAltrömischer Choral 2MGB"|||"aGregorianischer Choral 2MGB##aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060222||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAmbrosianischer Choral 2MGB"|"aMailändischer Gesang 2MGB"||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060223||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTe Deum 2MGB"|"aAmbrosianischer Lobgesang 2MGB"||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060224||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAnglaise 2MGB"|"aBallad 2MGB"||"aContredanse 2MGB##aEcossaise 2MGB##aHornpipe 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060227||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aArabeske 2MGB"|"aArabesque 2MGB"||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060228||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aArbeiterlied 2MGB"|||||-----nz---22-----n--4500
000060229||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAria 2MGB"|"aArie (instrumental) 2MGB"||"aAir 2MGB##aArie 2MGB"||-----nz---22-----n--4500
000060230||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aArie 2MGB"|"aAria (vokal) 2MGB"||"aAir 2MGB##aAria 2MGB##aArietta 2MGB##aAriette 2MGB##aArioso 2MGB##aKantate 2MGB wg##aKavatine 2MGB##aMonodie 2MGB##aNoel 2MGB##aOper 2MGB wg##aOratorium 2MGB wg##aRezitativ 2MGB"||-----nz---22-----n--4500
000060231||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aArietta 2MGB"|||"aArie 2MGB##aKavatine 2MGB"||-----nz---22-----n--4500
000060232||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAriette 2MGB"|||"aArie (vokal) 2MGB"||-----nz---22-----n--4500
000060233||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aArioso 2MGB"|||"aArie 2MGB##aKantate 2MGB wg##aOper 2MGB wg##aOratorium 2MGB wg##aRezitativ 2MGB"||-----nz---22-----n--4500
000060234||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aArmeemarsch 2MGB"|||"aMarsch 2MGB wg"||-----nz---22-----n--4500
000060235||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aIntrada 2MGB"|"aAufzug 2MGB##aEntry 2MGB"||"aEntrée 2MGB##aPraeludium 2MGB"||-----nz---22-----n--4500
000060236||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAve Maria 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060237||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aHymnus 2MGB"|"aAve maris stella 2MGB##aHymne 2MGB"||"aKirchenlied (lateinisch) 2MGB wg##aVersus 2MGB"||-----nz---22-----n--4500
000060238||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAzione sacra 2MGB"|||"aOratorium 2MGB"||-----nz---22-----n--4500
000060239||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aAzione teatrale 2MGB"|"aFesta teatrale 2MGB"||||-----nz---22-----n--4500
000060240||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSuite 2MGB"|"aBadinerie 2MGB##aBallett-Suite 2MGB##aLoure 2MGB##aRéjouissance 2MGB"||"aBranle 2MGB##aDivertimento 2MGB##aKassation 2MGB##aOuvertüre 2MGB##aPartita 2MGB##aSerenade 2MGB##aSonate 2MGB##aSonata da camera 2MGB##aVariation 2MGB"||-----nz---22-----n--4500
000060241||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBänkelsang 2MGB"|"aMoritat 2MGB"||"aGassenhauer 2MGB##aSong 2MGB"||-----nz---22-----n--4500
000060242||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBagatelle 2MGB"|||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060243||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBallad opera 2MGB"|"aBettleroper 2MGB"||"aLiederspiel 2MGB##aOper 2MGB wg##aSingspiel 2MGB"||-----nz---22-----n--4500
000060244||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBallade (instrumental) 2MGB"|||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060245||040413---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLied 2MGB"|"aBallade (vokal; dt.) 2MGB##aChorlied 2MGB##aKunstlied 2MGB##aTenorlied 2MGB"||"aAir 2MGB##aBallade (vokal; frz.) 2MGB##aCantiga 2MGB##aCantio 2MGB##aChanson 2MGB##aCouplet 2MGB##aFrottola 2MGB##aKanon 2MGB##aKanzone 2MGB##aKanzonette 2MGB##aKinderlied 2MGB##aKirchenlied 2MGB##aLai 2MGB##aLauda 2MGB##aMadrigal 2MGB##aMeistersang 2MGB##aMelos 2MGB##aMinnesang 2MGB##aOde 2MGB##aRomanze 2MGB##aRondeau 2MGB##aSong 2MGB##aTonadilla 2MGB##aVillanella 2MGB##aVirelai 2MGB##aVokalise 2MGB##aWeihnachtslied 2MGB"||-----nz---22-----n--4500
000060246||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBallade (vokal; frz) 2MGB"|||"aChanson 2MGB##aLied 2MGB"||-----nz---22-----n--4500
000060247||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBallata 2MGB"|||"aCarol 2MGB##aLauda 2MGB##aVirelai 2MGB"||-----nz---22-----n--4500
000060248||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBallet de cour 2MGB"|||"aBallett 2MGB##aComédie-ballet 2MGB##aDivertissement 2MGB##aMasque 2MGB##aTragédie lyrique 2MGB"||-----nz---22-----n--4500
000060249||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBallett 2MGB"|"aBallet 2MGB##aMärchenballett 2MGB##aRoss-Ballett 2MGB##aTanzdrama 2MGB"||"aBallet de cour 2MGB##aComédie-ballet 2MGB##aDivertissement 2MGB##aIntermedium 2MGB##aMasque 2MGB##aOper 2MGB wg##aOpéra-ballet 2MGB##aPantomime 2MGB##aTragédie lyrique 2MGB wg"||-----nz---22-----n--4500
000060250||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBalletto 2MGB"|"aBallo 2MGB"||"aSonata da camera 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060251||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBarkarole 2MGB"|"aBarcarolle 2MGB"||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060252||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBasse danse 2MGB"|"aBassa danza 2MGB"||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060253||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBattaglia 2MGB"|||||-----nz---22-----n--4500
000060254||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBenedicamus Domino 2MGB"|||"aVersikel 2MGB wg"||-----nz---22-----n--4500
000060255||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBenedictus qui venit 2MGB"|||"aMesse 2MGB wg"||-----nz---22-----n--4500
000060256||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBerceuse 2MGB"|"aLullaby 2MGB##aWiegenlied 2MGB"||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060257||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBergamasca 2MGB"|"aBergamasco 2MGB"||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060258||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBlues 2MGB"|"aRhythm and Blues 2MGB"||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060259||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBolero 2MGB"|||"aFandango 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060260||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBoogie-Woogie 2MGB"|||"aJazz 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060261||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBourrée 2MGB"|"aBorea 2MGB"||"aSuite 2MGB wg##aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060262||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBossa nova 2MGB"|||||-----nz---22-----n--4500
000060263||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBoston 2MGB"|||"aWalzer 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060264||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBranle 2MGB"|"aBrando 2MGB##aBransle 2MGB"||"aGavotte 2MGB##aSuite 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060265||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBühnenmusik 2MGB"|"aInzidenzmusik 2MGB"||"aOper 2MGB wg##aSchauspielmusik 2MGB"||-----nz---22-----n--4500
000060266||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aBurla 2MGB"|"aBurleske 2MGB##aBurlesque 2MGB"||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060267||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aByzantinischer Gesang 2MGB"|||"aLateinischer Choral 2MGB"||-----nz---22-----n--4500
000060268||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCabaletta 2MGB"|"aCavalette 2MGB"||"aKavatine 2MGB##aOper 2MGB wg"||-----nz---22-----n--4500
000060269||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCaccia 2MGB"|||"aChasse 2MGB##aKanon 2MGB##aMadrigal 2MGB"||-----nz---22-----n--4500
000060270||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCajun-Music 2MGB"|||||-----nz---22-----n--4500
000060271||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCalypso 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060272||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCancan 2MGB"|||"aFandango 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060273||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCanticum 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060274||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCantiga 2MGB"|||"aKanzone 2MGB##aLauda 2MGB##aLied 2MGB"||-----nz---22-----n--4500
000060275||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCantilena 2MGB"|||"aCarmen 2MGB##aChanson 2MGB##aGregorianischer Choral 2MGB##aSequenz 2MGB##aTropus 2MGB"||-----nz---22-----n--4500
000060276||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCantio 2MGB"|||"aCarmen 2MGB##aKirchenlied (lateinisch) 2MGB wg##aLied 2MGB##aVersus 2MGB"||-----nz---22-----n--4500
000060277||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMotette 2MGB"|"aCantio sacra 2MGB"||"aAnthem 2MGB##aConcerto 2MGB##aGeistliches Konzert 2MGB##aKantate 2MGB##aOrganum 2MGB##aVariation 2MGB"||-----nz---22-----n--4500
000060278||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCantus 2MGB"|||"aAmbrosianischer Choral 2MGB wg##aTractus 2MGB"||-----nz---22-----n--4500
000060279||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLateinischer Choral 2MGB"|"aCantus planus 2MGB##aPlaint chant 2MGB##aPlainsong 2MGB##aPraefation 2MGB"||"aByzantinischer Gesang 2MGB##aChoral 2MGB wg"||-----nz---22-----n--4500
000060281||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKanzone 2MGB"|"aCanzona 2MGB##aCanzone 2MGB"||"aCantiga 2MGB##aCapriccio 2MGB##aChanson 2MGB##aFuge 2MGB##aKonzert 2MGB##aLied 2MGB##aRicercar 2MGB##aSonate 2MGB##aVariation 2MGB"||-----nz---22-----n--4500
000060282||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVillanella 2MGB"|"aCanzone alla Napolitana 2MGB##aCanzone villanescha 2MGB##aVillanesca 2MGB##aVillotta 2MGB"||"aFrottola 2MGB##aKanzonette 2MGB##aLied 2MGB"||-----nz---22-----n--4500
000060283||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKanzonette 2MGB"|"aCanzonetta 2MGB"||"aAir 2MGB##aLied 2MGB##aScherzo 2MGB##aVillanella 2MGB"||-----nz---22-----n--4500
000060284||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCapriccio 2MGB"|"aCaprice 2MGB"||"aCharakterstück 2MGB##aEtüde 2MGB##aFantasie 2MGB##aFuge 2MGB##aKanzone 2MGB##aPraeludium 2MGB##aRicercar 2MGB##aScherzo 2MGB##aToccata 2MGB"||-----nz---22-----n--4500
000060285||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCarmen 2MGB"|||"aCantilena 2MGB##aCantio 2MGB##aChanson 2MGB##aOde 2MGB"||-----nz---22-----n--4500
000060286||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCarol 2MGB"|||"aBallata 2MGB##aLauda 2MGB##aVirelai 2MGB"||-----nz---22-----n--4500
000060287||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKavatine 2MGB"|"aCavatina 2MGB"||"aArie (vokal) 2MGB##aArietta 2MGB##aCabaletta 2MGB"||-----nz---22-----n--4500
000060288||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCha-Cha-Cha 2MGB"|||"aMambo 2MGB##aRumba 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060289||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aChaconne 2MGB"|"aCiaccona 2MGB"||"aPassacaglia 2MGB##aSarabande 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060290||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aChanson 2MGB"|||"aAir 2MGB##aBallade (vokal; frz.) 2MGB##aCantilena 2MGB##aCarmen 2MGB##aCouplet 2MGB##aKanzone 2MGB##aLied 2MGB##aRondeau 2MGB##aSong 2MGB##aVaudeville 2MGB##aVirelai 2MGB"||-----nz---22-----n--4500
000060291||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCharakterstück 2MGB"|"aGenrestück 2MGB"||"aArabeske 2MGB##aAubade 2MGB##aBagatelle 2MGB##aBallade (instrumental) 2MGB##aMiniatur 2MGB##aBarkarole 2MGB##aBerceuse 2MGB##aBurla 2MGB##aCapriccio 2MGB##aElegie 2MGB##aHandstück 2MGB##aHumoreske 2MGB##aImpromptu 2MGB##aImprovisation 2MGB##aLied ohne Worte 2MGB##aMeditation 2MGB##aMoment musical 2MGB##aNocturne 2MGB##aNovelette 2MGB##aPolonaise 2MGB##aPrélude 2MGB##aRhapsodie 2MGB##aRomanze 2MGB"||-----nz---22-----n--4500
000060292||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCharleston 2MGB"|||"aFoxtrot 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060293||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aChasse 2MGB"|||"aCaccia 2MGB##aKanon 2MGB"||-----nz---22-----n--4500
000060294||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aChoral 2MGB"|||"aChoralbearbeitung 2MGB##aKirchenlied 2MGB"||-----nz---22-----n--4500
000060295||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aChoralbearbeitung 2MGB"|"aChoralvorspiel 2MGB##aOrgelchoral 2MGB"||"aChoral 2MGB##aFantasie 2MGB##aFuge 2MGB##aInterludium 2MGB##aOrgelmesse 2MGB##aPartita 2MGB##aPräludium 2MGB##aRicercar 2MGB##aVariation 2MGB"||-----nz---22-----n--4500
000060296||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aColinda 2MGB"|||||-----nz---22-----n--4500
000060297||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aComédie 2MGB"|"aComédie lyrique 2MGB"||||-----nz---22-----n--4500
000060298||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aComédie-ballet 2MGB"|||"aBallet de cour 2MGB##aBallett 2MGB##aTragédie lyrique 2MGB"||-----nz---22-----n--4500
000060299||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOperette 2MGB"|"aComic opera 2MGB"||"aLiederspiel 2MGB##aMusical 2MGB##aOper 2MGB##aRevue 2MGB"||-----nz---22-----n--4500
000060300||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCommedia in musica 2MGB"|"aDramma burlesco (giocoso) 2MGB##aOpera comica 2MGB"||"aOper 2MGB wg"||-----nz---22-----n--4500
000060302||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGregorianischer Choral 2MGB"|||"aAltrömischer Choral 2MGB##aCantilena 2MGB##aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060303||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCommunio 2MGB"|||"aAntiphon 2MGB wg##aGregorianischer Choral 2MGB wg"||-----nz---22-----n--4500
000060304||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPlanctus 2MGB"|"aComplainte 2MGB##aPlainte (vokal) 2MGB"||"aKirchenlied (lateinisch) 2MGB wg##aLamento 2MGB"||-----nz---22-----n--4500
